timesteps,goals,ball_touches,avg_ball_speed,avg_car_speed,avg_boost,steps
30159055,38,165,234.3,853.9,15.4,50030
30209085,28,154,231.3,868.0,15.6,50030
30259104,23,159,247.2,873.3,15.5,50019
30309108,31,167,239.7,842.2,14.2,50004
30359121,29,150,222.8,869.9,15.1,50013
30409127,36,182,253.1,892.8,15.3,50006
30459129,40,155,239.7,858.9,14.8,50002
30509145,33,147,220.1,870.6,14.2,50016
30559149,30,159,235.4,850.6,14.4,50004
30609163,39,174,253.1,866.1,13.9,50014
30659170,35,169,252.4,872.2,14.2,50007
30709171,46,175,277.8,870.4,13.6,50001
30759172,44,181,260.4,863.9,14.5,50001
30809179,29,170,246.5,878.7,14.5,50007
30859183,32,173,254.6,873.1,14.5,50004
30909191,36,155,242.7,886.4,15.5,50008
30959195,29,165,235.4,860.5,14.6,50004
31009209,29,162,236.6,867.3,15.4,50014
31059238,29,164,242.2,868.4,14.4,50029
31109257,25,169,269.7,888.9,14.1,50019
31159265,31,171,278.3,873.8,14.6,50008
31209278,33,161,244.6,883.8,15.2,50013
31259288,36,171,257.6,898.5,15.8,50010
31309317,35,148,221.8,874.3,15.7,50029
31359326,31,168,262.9,859.1,15.2,50009
31409332,33,180,259.6,861.9,15.4,50006
31459362,27,149,228.6,868.1,14.4,50030
31509391,26,153,231.2,863.0,14.4,50029
31559395,32,155,231.9,879.2,14.4,50004
31609395,24,183,280.8,879.7,13.6,50000
31659417,24,154,228.8,857.2,13.6,50022
31709434,23,153,244.6,878.6,15.1,50017
31759452,31,159,235.2,852.9,14.5,50018
31809482,29,154,258.8,869.8,14.5,50030
31859492,27,152,230.9,886.1,14.9,50010
31909495,34,149,254.1,854.4,14.9,50003
31959517,39,167,235.9,891.4,15.1,50022
32009520,31,146,237.9,840.7,13.7,50003
32059539,30,176,248.1,832.0,14.6,50019
32109552,40,171,246.1,886.3,15.4,50013
32159567,35,159,231.4,845.4,14.9,50015
32209577,35,165,246.4,868.1,15.2,50010
32259583,31,170,258.1,870.9,14.5,50006
32309596,31,175,237.9,865.0,14.2,50013
32359626,34,180,240.3,867.8,14.6,50030
32409650,32,142,227.8,861.0,13.5,50024
32459661,35,172,245.4,871.6,14.8,50011
32509685,32,174,257.9,863.7,14.3,50024
32559689,36,162,251.4,856.4,14.7,50004
32609715,28,154,224.1,862.2,14.2,50026
32659733,41,170,262.9,863.9,15.4,50018
32709747,40,167,252.0,889.4,14.7,50014
32759750,35,182,268.6,871.0,15.2,50003
32809765,23,152,244.9,853.0,15.2,50015
32859784,33,162,240.8,861.8,14.8,50019
32909808,31,180,265.3,865.0,14.5,50024
32959826,48,168,254.1,887.4,15.2,50018
33009847,28,175,267.0,864.7,14.3,50021
33059862,36,158,260.5,866.4,14.3,50015
33109885,24,160,233.8,835.1,14.3,50023
33159913,42,165,255.0,878.5,14.9,50028
33209933,38,187,300.7,856.3,15.2,50020
33259953,35,168,252.4,852.4,14.3,50020
33309972,35,167,262.9,855.9,14.6,50019
33359995,33,173,266.0,888.0,16.0,50023
33410012,31,166,245.8,870.1,15.6,50017
33460012,25,175,261.2,882.6,14.7,50000
33510039,40,182,278.4,891.2,15.2,50027
33560066,40,160,260.1,862.9,15.3,50027
33610089,34,172,249.9,867.4,15.1,50023
33660115,47,177,272.1,867.4,15.1,50026
33710144,31,163,261.3,857.1,14.5,50029
33760161,28,187,276.9,859.1,14.6,50017
33810174,32,185,267.2,875.6,15.6,50013
33860180,35,163,240.1,860.8,15.2,50006
33910192,41,172,271.2,881.9,14.5,50012
33960205,21,149,242.3,865.6,14.3,50013
34010211,40,187,283.3,883.9,15.0,50006
34060218,21,158,259.0,857.9,14.4,50007
34110239,31,157,259.7,884.7,15.8,50021
34160239,48,175,262.2,876.2,15.0,50000
34210262,40,156,254.4,880.5,15.8,50023
34260284,32,171,245.1,870.9,14.0,50022
34310294,42,191,318.2,890.6,14.9,50010
34360299,38,183,271.8,865.4,14.3,50005
34410304,38,167,270.4,881.0,13.7,50005
34460312,40,193,282.3,881.8,14.4,50008
34510316,34,184,277.2,870.9,15.5,50004
34560316,43,182,271.5,890.4,14.6,50000
34610345,32,173,258.3,851.9,15.4,50029
34660352,43,176,272.6,884.0,15.2,50007
34710370,38,169,257.7,867.1,15.1,50018
34760388,44,187,288.3,859.7,15.3,50018
34810411,31,150,244.4,842.1,13.6,50023
34860420,37,180,264.0,863.5,14.1,50009
34910422,36,156,258.5,863.3,14.6,50002
34960441,37,187,301.1,880.1,15.0,50019
35010446,45,200,284.9,867.1,14.7,50005
35060464,40,189,277.0,881.6,14.4,50018
35110470,29,187,271.6,867.8,16.0,50006
35160488,40,183,265.2,888.3,16.3,50018
35210499,45,190,285.5,915.8,16.0,50011
35260507,46,169,247.5,866.2,15.2,50008
35310530,35,183,262.5,877.7,15.8,50023
35360551,43,150,229.6,888.2,15.2,50021
35410551,42,165,257.1,896.6,16.1,50000
35460564,34,159,250.6,880.1,16.0,50013
35510589,39,177,264.4,877.3,15.4,50025
35560594,30,163,238.1,859.1,15.0,50005
35610597,35,191,286.9,894.0,15.6,50003
35660616,39,205,307.6,887.1,15.0,50019
35710647,43,198,299.2,878.3,16.3,50031
35760659,27,190,284.0,868.8,15.1,50012
35810686,40,166,276.3,887.4,15.5,50027
35860697,40,202,289.4,876.4,15.0,50011
35910722,37,179,285.3,858.9,15.8,50025
35960746,43,161,255.4,866.8,14.8,50024
36010770,37,163,256.0,858.9,14.1,50024
36060778,43,218,304.0,884.2,16.7,50008
36110802,29,191,265.1,878.6,14.7,50024
36160805,43,177,272.1,888.5,15.0,50003
36210823,44,184,272.0,879.1,14.6,50018
36260838,46,165,254.6,859.0,15.8,50015
36310853,39,178,279.5,863.4,15.1,50015
36360879,44,199,288.5,865.9,14.6,50026
36410909,38,170,269.8,878.0,15.1,50030
36460935,39,194,287.3,858.3,16.1,50026
36510966,34,206,306.5,924.1,15.5,50031
36560975,34,191,301.5,890.4,15.6,50009
36610987,30,173,287.2,908.1,15.8,50012
36661007,44,197,296.8,856.4,14.8,50020
36711009,36,189,296.4,879.6,15.1,50002
36761032,43,205,291.1,895.4,15.1,50023
36811063,45,203,298.2,875.1,14.5,50031
36861072,46,211,312.5,894.0,15.1,50009
36911090,32,187,302.3,859.6,14.3,50018
36961116,35,186,281.1,861.7,14.0,50026
37011128,38,208,310.0,849.8,14.7,50012
37061138,31,195,297.5,876.0,15.2,50010
37111143,41,207,296.8,855.1,14.5,50005
37161160,40,206,313.7,861.1,15.6,50017
37211165,33,192,287.9,866.4,15.7,50005
37261181,33,183,268.3,875.2,15.7,50016
37311205,25,169,276.2,880.8,15.2,50024
37361210,42,190,273.7,861.2,14.9,50005
37411239,41,202,296.4,864.1,15.0,50029
37461267,38,191,280.5,864.6,15.4,50028
37511278,31,179,295.1,859.7,15.1,50011
37561279,45,228,323.7,897.8,16.7,50001
37611302,41,178,271.3,878.8,16.0,50023
37661316,31,168,279.3,866.2,13.9,50014
37711339,39,187,286.2,872.7,15.5,50023
37761368,37,200,306.6,864.1,14.5,50029
37811394,41,181,297.3,871.4,15.2,50026
37861417,39,190,296.3,886.7,14.0,50023
37911417,42,190,294.3,860.1,14.5,50000
37961429,42,194,290.0,882.7,14.8,50012
38011460,34,194,297.0,884.2,15.6,50031
38061487,34,190,292.5,854.0,15.1,50027
38111506,36,176,291.4,869.2,14.6,50019
38161520,40,188,289.0,840.9,13.6,50014
38211522,42,208,329.2,887.6,16.0,50002
38261531,49,241,344.3,899.3,15.8,50009
38311555,37,223,319.0,858.4,14.6,50024
38361570,46,231,352.1,885.3,14.7,50015
38411601,34,201,318.5,868.5,14.9,50031
38461632,50,215,306.2,878.0,16.0,50031
38511647,36,200,306.2,877.3,14.2,50015
38561665,36,216,331.2,857.2,14.7,50018
38611691,41,222,329.2,865.3,15.4,50026
38661709,49,226,358.5,885.2,15.7,50018
38711724,40,193,299.5,870.5,15.5,50015
38761738,55,211,315.1,889.1,15.9,50014
38811741,43,198,307.9,880.7,14.5,50003
38861760,37,229,318.7,886.7,15.3,50019
38911784,36,231,362.2,876.1,14.0,50024
38961811,48,231,323.6,864.2,14.7,50027
39011840,33,193,297.7,893.7,16.5,50029
39061858,45,202,306.2,871.3,15.9,50018
39111858,34,197,304.0,850.0,14.5,50000
39161871,31,209,316.1,879.0,14.4,50013
39211872,41,196,321.9,881.4,15.5,50001
39261891,48,209,322.1,905.9,15.6,50019
39311901,42,230,347.4,876.6,14.0,50010
39361913,46,233,338.7,878.3,14.8,50012
39411921,41,188,284.5,878.9,15.7,50008
39461934,39,201,306.1,861.1,15.5,50013
39511957,48,233,343.2,896.6,15.1,50023
39561983,39,208,307.9,886.2,15.5,50026
39611989,54,206,302.5,895.9,15.7,50006
39662018,35,228,350.4,888.6,14.4,50029
39712045,43,211,334.4,868.9,15.2,50027
39762074,41,202,307.1,859.3,14.9,50029
39812098,48,240,366.5,887.7,16.1,50024
39862114,59,255,354.5,883.2,15.2,50016
39912126,50,206,309.8,874.3,15.1,50012
39962142,38,211,311.1,905.4,15.2,50016
40012165,51,240,354.3,880.8,15.6,50023
40062178,46,220,334.7,873.0,15.5,50013
40112203,42,201,333.5,842.3,14.7,50025
40162209,56,219,332.0,892.6,15.9,50006
40212217,64,240,355.3,888.2,15.3,50008
40262238,55,218,342.0,887.8,16.1,50021
40312240,39,212,342.9,892.9,16.3,50002
40362263,56,230,332.9,885.8,16.7,50023
40412267,40,222,314.4,874.0,15.2,50004
40462272,57,217,334.9,889.1,16.4,50005
40512303,48,226,329.0,875.6,15.4,50031
40562312,36,214,319.0,886.4,16.0,50009
40612332,47,236,361.7,893.2,16.5,50020
40662337,46,215,343.4,872.1,14.7,50005
40712337,51,241,341.5,896.1,15.2,50000
40762367,50,229,334.5,898.6,15.8,50030
40812367,42,226,345.3,898.3,16.7,50000
40862369,48,220,339.2,878.9,14.8,50002
40912379,46,240,363.0,890.8,15.0,50010
40962384,51,261,380.8,890.8,15.4,50005
41012395,58,234,354.9,920.0,15.5,50011
41062403,58,242,365.9,902.1,16.1,50008
41112429,49,218,344.1,911.6,16.2,50026
41162456,59,236,369.9,905.8,15.8,50027
41212468,65,252,387.5,888.9,14.8,50012
41262492,48,268,405.6,877.7,14.2,50024
41312505,66,257,393.6,893.6,15.7,50013
41362519,55,253,390.9,883.6,15.2,50014
41412533,59,277,421.2,876.0,15.4,50014
41462554,57,230,369.8,892.4,14.9,50021
41512582,60,255,365.4,911.7,15.5,50028
41562586,58,261,411.0,917.9,15.8,50004
41612590,74,271,397.2,881.1,15.4,50004
41662598,56,252,368.6,898.2,16.2,50008
41712628,63,245,374.7,898.1,16.1,50030
41762646,61,246,389.3,907.0,15.4,50018
41812669,56,251,386.5,898.6,15.1,50023
41862682,65,267,416.2,925.7,16.3,50013
41912688,60,281,440.0,917.8,14.5,50006
41962702,60,263,400.9,890.9,15.0,50014
42012714,66,275,389.3,928.5,15.0,50012
42062731,59,274,428.4,912.0,16.3,50017
42112732,63,274,404.5,915.3,16.0,50001
42162743,65,275,397.8,917.4,15.8,50011
42212748,78,255,378.4,928.2,15.5,50005
42262767,59,282,440.0,908.1,15.4,50019
42312795,73,275,433.0,949.6,17.2,50028
42362800,80,300,437.4,929.9,14.7,50005
42412805,67,277,429.2,926.6,15.1,50005
42462828,71,261,412.4,893.6,15.2,50023
42512852,68,294,450.9,913.9,15.8,50024
42562867,78,281,425.2,922.4,16.0,50015
42612867,81,257,394.6,922.4,16.0,50000
42662870,63,278,441.4,921.5,15.4,50003
42712878,76,294,460.0,921.0,15.5,50008
42762883,75,294,446.5,929.6,15.4,50005
42812902,83,317,480.9,928.7,15.8,50019
42862928,84,346,467.6,923.7,15.8,50026
42912959,74,321,475.4,911.4,15.9,50031
42962968,84,314,481.1,921.5,16.2,50009
43012982,88,322,472.8,938.9,16.8,50014
43062992,80,297,437.2,920.7,15.7,50010
43113023,92,321,478.1,928.1,15.4,50031
43163023,90,324,473.1,930.9,17.2,50000
43213048,97,308,448.7,924.4,16.2,50025
43263058,66,285,451.3,880.9,15.1,50010
43313059,82,298,429.9,913.2,16.2,50001
43363071,85,307,452.4,922.6,15.7,50012
43413094,91,328,489.8,939.6,15.0,50023
43463124,92,313,480.9,929.7,16.6,50030
43513143,94,295,451.4,929.7,16.6,50019
43563172,99,335,482.5,925.9,16.4,50029
43613202,87,301,424.0,922.3,14.6,50030
43663212,83,324,483.7,908.1,15.1,50010
43713237,110,343,510.4,960.4,16.5,50025
43763247,101,299,435.5,932.2,15.2,50010
43813249,87,324,478.3,880.3,15.9,50002
43863253,104,331,489.0,921.2,16.6,50004
43913258,72,269,424.5,900.0,15.1,50005
43963263,68,280,444.5,914.5,15.2,50005
44013282,107,310,477.9,931.9,16.6,50019
44063301,100,329,496.0,929.4,15.5,50019
44113313,88,304,460.4,926.6,17.1,50012
44163333,106,319,470.1,928.0,16.9,50020
44213347,98,320,495.6,923.0,15.6,50014
44263375,97,311,452.9,906.9,16.2,50028
44313380,109,313,456.9,944.9,17.0,50005
44363393,98,335,489.3,935.3,16.6,50013
44413409,97,328,465.6,925.7,15.7,50016
44463421,118,350,518.1,925.0,16.2,50012
44513421,105,335,506.0,923.7,16.3,50000
44563431,101,317,473.6,918.4,15.9,50010
44613443,119,349,496.8,929.0,16.1,50012
44663467,102,329,479.6,911.8,17.1,50024
44713468,115,324,470.0,913.4,16.7,50001
44763470,116,358,536.9,941.0,15.4,50002
44813480,96,358,508.0,940.4,15.7,50010
44863504,111,319,456.4,942.7,17.5,50024
44913508,108,344,500.7,947.9,15.4,50004
44963524,112,348,510.8,937.4,16.1,50016
45013541,134,392,531.5,961.7,16.3,50017
45063553,124,366,516.0,965.7,16.2,50012
45113568,117,355,499.8,938.4,16.1,50015
45163568,134,368,509.0,969.1,16.2,50000
45213587,137,384,545.7,979.2,16.3,50019
45263589,133,359,523.2,954.1,15.5,50002
45313617,145,359,528.0,946.5,16.9,50028
45363632,116,347,519.2,938.6,15.3,50015
45413657,132,346,498.9,934.5,16.4,50025
45463686,152,384,541.2,958.9,16.2,50029
45513689,129,331,491.5,945.0,16.0,50003
45563693,133,346,484.4,977.2,17.7,50004
45613712,143,372,516.8,961.3,16.7,50019
45663742,125,340,498.9,947.5,16.5,50030
45713747,152,378,512.4,957.7,16.5,50005
45763747,128,346,519.2,930.6,16.0,50000
45813753,148,410,563.3,951.4,15.4,50006
45863782,144,374,528.9,955.4,16.6,50029
45913786,145,384,525.3,950.7,15.9,50004
45963809,141,361,509.5,961.8,16.7,50023
46013838,135,377,524.4,924.5,15.2,50029
46063857,136,356,508.8,934.2,15.8,50019
46113862,137,355,482.3,963.5,17.2,50005
46163888,142,377,523.3,964.1,16.5,50026
46213896,146,420,572.4,964.4,15.9,50008
46263910,141,355,515.0,966.6,17.0,50014
46313934,152,376,523.3,978.0,16.6,50024
46363938,127,365,495.8,945.9,15.6,50004
46413938,152,388,531.2,964.3,16.6,50000
46463958,176,424,548.2,992.3,16.7,50020
46513983,141,389,527.3,982.4,16.1,50025
46563990,154,393,536.6,988.0,17.1,50007
46614005,153,391,531.2,991.5,17.1,50015
46664006,139,362,511.8,961.5,16.4,50001
46714029,148,395,544.7,995.1,16.8,50023
46764060,162,446,560.8,980.7,16.8,50031
46814076,161,406,522.0,1002.4,16.5,50016
46864078,178,398,529.5,1010.2,17.7,50002
46914085,139,375,509.1,955.7,16.3,50007
46964103,145,389,523.5,976.8,16.3,50018
47014124,139,411,542.8,978.1,16.4,50021
47064137,165,401,529.6,984.3,16.2,50013
47114140,184,404,538.4,999.5,17.4,50003
47164168,173,417,565.8,991.2,16.5,50028
47214195,171,415,504.8,977.1,17.3,50027
47264225,168,401,504.6,993.3,17.2,50030
47314240,151,357,486.9,969.1,16.7,50015
47364248,171,426,550.2,1000.4,16.7,50008
47414261,180,415,574.2,1013.5,17.1,50013
47464289,162,391,506.0,971.3,16.0,50028
47514311,180,417,535.8,983.4,16.2,50022
47564323,152,418,572.1,980.2,15.7,50012
47614330,175,416,540.6,986.1,17.8,50007
47664334,202,451,580.0,1017.1,17.6,50004
47714356,195,433,527.9,977.9,16.8,50022
47764366,184,435,549.7,988.7,16.5,50010
47814380,196,442,563.5,1004.9,17.3,50014
47864402,195,479,573.7,1024.7,17.6,50022
47914421,197,437,574.9,997.8,16.4,50019
47964443,201,460,574.6,1030.7,16.9,50022
48014465,206,447,556.4,1006.8,17.3,50022
48064486,186,403,544.7,991.5,17.0,50021
48114499,187,411,550.7,1005.1,17.4,50013
48164503,182,423,526.2,998.7,16.3,50004
48214505,176,413,526.1,1005.9,15.6,50002
48264533,198,447,542.7,1003.7,16.8,50028
48314557,177,428,539.5,989.0,17.5,50024
48364574,193,432,552.1,1013.7,16.4,50017
48414592,224,481,568.4,1040.1,17.7,50018
48464613,179,405,520.0,999.8,17.0,50021
48514632,191,437,539.7,996.7,15.8,50019
48564637,202,479,582.9,1015.8,16.3,50005
48614662,208,494,586.1,1035.5,16.9,50025
48664668,220,482,567.3,1037.6,17.7,50006
48714687,201,455,554.2,998.7,17.6,50019
48764712,201,481,547.3,1016.5,16.7,50025
48814713,206,487,554.5,997.6,17.7,50001
48864718,225,500,572.1,1027.4,17.6,50005
48914731,218,537,592.7,998.3,16.6,50013
48964734,202,478,574.6,1035.7,17.5,50003
49014750,186,449,539.5,993.7,17.0,50016
49064750,218,480,574.1,1033.4,18.2,50000
49114762,218,460,560.6,1023.4,17.5,50012
49164792,208,497,581.1,1010.7,16.5,50030
49214821,208,487,555.1,987.4,17.7,50029
49264835,221,511,571.5,1031.5,15.8,50014
49314857,221,453,542.5,1014.7,17.4,50022
49364867,238,531,610.8,1038.9,17.6,50010
49414868,205,467,538.3,1002.7,18.2,50001
49464885,204,515,573.4,1006.4,17.5,50017
49514914,225,491,549.1,1033.5,17.5,50029
49564919,232,502,538.4,1012.9,17.0,50005
49614921,238,491,593.0,1049.5,18.0,50002
49664936,236,520,606.7,1038.5,17.3,50015
49714960,195,445,512.1,1024.0,18.4,50024
49764985,242,543,593.7,1055.1,19.0,50025
49815004,221,519,551.1,1012.9,17.2,50019
49865032,226,542,592.2,1047.9,16.5,50028
49915061,208,478,539.4,1011.5,16.8,50029
49965069,220,515,571.6,1019.6,16.8,50008
50015097,215,510,573.2,1022.1,16.9,50028
50065118,220,461,562.0,1023.7,16.5,50021
50115137,223,502,552.2,1018.3,16.8,50019
50165159,247,545,585.1,1030.1,17.4,50022
50215159,218,495,551.8,1015.9,16.9,50000
50265184,199,491,531.5,1003.4,17.0,50025
50315199,217,505,544.8,1019.5,18.1,50015
50365210,239,518,600.4,1031.5,17.9,50011
50415219,248,577,620.6,1044.8,18.1,50009
50465220,218,508,536.5,1019.4,17.9,50001
50515239,233,488,578.0,1045.4,17.3,50019
50565252,226,528,571.7,1044.9,17.2,50013
50615271,243,529,561.0,1021.1,17.1,50019
50665296,245,542,562.4,1053.3,17.7,50025
50715308,225,503,543.9,1020.5,18.5,50012
50765331,243,546,576.3,1009.7,16.6,50023
50815348,243,537,539.4,1022.1,17.5,50017
50865357,278,585,593.8,1046.5,17.5,50009
50915359,260,560,604.5,1037.6,16.8,50002
50965366,243,529,550.9,1031.0,17.2,50007
51015397,247,588,596.2,1073.2,18.3,50031
51065416,256,579,614.7,1049.2,17.2,50019
51115416,222,503,545.0,1040.8,16.7,50000
51165426,236,577,551.8,1023.1,16.8,50010
51215444,247,574,585.5,1050.9,17.5,50018
51265457,252,583,614.7,1053.8,17.5,50013
51315482,253,607,606.2,1056.6,17.7,50025
51365492,251,556,572.1,1073.4,17.5,50010
51415495,272,588,607.0,1053.5,17.5,50003
51465513,285,629,629.1,1074.1,17.3,50018
51515532,248,580,579.0,1044.5,17.0,50019
51565553,270,567,563.4,1051.9,18.1,50021
51615564,246,585,575.4,1048.7,17.7,50011
51665584,270,580,598.2,1058.1,18.1,50020
51715605,253,547,562.8,1054.4,18.1,50021
51765630,274,614,593.7,1078.4,18.2,50025
51815639,210,566,533.5,1014.9,17.2,50009
51865668,288,679,603.8,1063.2,17.8,50029
51915668,280,620,599.0,1076.3,17.7,50000
51965673,265,617,590.5,1053.2,18.5,50005
52015702,281,635,597.3,1077.7,17.0,50029
52065721,275,624,565.9,1051.2,18.3,50019
52115739,251,612,584.7,1054.7,17.4,50018
52165768,274,615,555.9,1061.6,18.6,50029
52215774,236,604,544.2,1035.6,16.9,50006
52265795,251,576,565.1,1039.9,17.3,50021
52315804,285,610,585.3,1059.5,17.4,50009
52365828,260,576,545.2,1044.0,17.4,50024
52415850,247,604,571.9,1003.3,17.0,50022
52465872,259,554,561.9,1055.5,17.4,50022
52515878,295,687,642.8,1093.5,18.3,50006
52565887,265,642,563.3,1054.3,17.4,50009
52615901,282,623,578.4,1065.2,18.6,50014
52665923,232,540,495.1,1018.2,17.8,50022
52715954,273,603,596.6,1065.9,17.9,50031
52765984,256,570,530.4,1043.4,17.4,50030
52815991,254,610,546.8,1035.2,17.5,50007
52865995,260,588,556.9,1060.6,19.0,50004
52916012,320,673,608.1,1107.9,19.3,50017
52966020,249,568,509.7,1050.5,17.4,50008
53016040,283,666,590.4,1058.8,17.4,50020
53066050,265,636,541.6,1038.6,17.9,50010
53116063,281,651,604.6,1073.5,17.8,50013
53166077,287,616,535.4,1052.4,18.5,50014
53216097,306,716,622.3,1080.2,17.9,50020
53266099,274,622,562.1,1073.4,18.2,50002
53316119,282,640,575.3,1073.2,18.1,50020
53366135,257,641,563.2,1046.3,18.1,50016
53416163,278,700,576.7,1048.4,17.9,50028
53466191,285,708,588.4,1053.7,18.6,50028
53516214,268,667,563.8,1062.3,18.4,50023
53566223,253,619,544.5,1051.3,16.7,50009
53616239,280,697,603.1,1071.5,17.0,50016
53666260,277,660,550.5,1055.9,18.4,50021
53716281,276,683,559.3,1082.7,18.7,50021
53766282,265,638,542.8,1049.8,17.9,50001
53816311,295,694,568.9,1076.2,17.6,50029
53866319,296,676,579.1,1080.3,17.9,50008
53916338,313,737,619.0,1115.4,18.1,50019
53966339,290,693,600.1,1068.6,17.7,50001
54016341,279,678,567.1,1057.8,19.1,50002
54066343,263,642,567.1,1055.7,18.0,50002
54116361,273,677,590.7,1059.1,16.9,50018
54166392,313,747,597.8,1090.0,18.5,50031
54216393,278,709,579.0,1048.2,17.9,50001
54266416,281,654,568.6,1063.7,17.4,50023
54316423,306,731,594.8,1093.7,18.8,50007
54366452,306,721,592.9,1076.8,18.2,50029
54416465,288,713,604.7,1091.4,17.4,50013
54466496,276,680,572.3,1067.9,18.1,50031
54516499,276,649,544.0,1085.1,18.4,50003
54566503,297,677,587.8,1089.3,18.5,50004
54616524,286,664,553.1,1077.1,18.3,50021
54666533,290,713,610.9,1087.9,17.7,50009
54716541,313,702,606.7,1096.0,18.3,50008
54766566,313,749,604.9,1106.3,18.6,50025
54816576,290,661,564.4,1085.8,18.6,50010
54866601,314,684,586.1,1086.9,18.1,50025
54916615,294,689,557.4,1071.9,19.1,50014
54966620,279,646,566.1,1049.9,17.2,50005
55016634,296,686,583.2,1092.6,19.0,50014
55066644,275,625,547.2,1063.3,17.9,50010
55116653,256,639,533.0,1051.4,18.4,50009
55166681,315,700,578.3,1116.4,19.0,50028
55216688,335,791,620.9,1095.8,18.6,50007
55266693,262,634,524.4,1044.5,18.0,50005
55316713,282,676,590.0,1059.2,17.6,50020
55366727,291,680,606.2,1091.6,17.8,50014
55416730,315,765,592.7,1070.8,18.0,50003
55466744,314,751,602.5,1115.6,18.6,50014
55516749,310,720,584.8,1098.8,18.6,50005
55566757,276,711,555.8,1070.0,18.0,50008
55616788,283,687,560.3,1091.1,18.0,50031
55666817,284,649,536.7,1054.5,18.6,50029
55716846,300,760,620.1,1091.2,18.2,50029
55766873,339,793,627.7,1096.5,17.9,50027
55816873,307,721,587.7,1096.6,18.2,50000
55866877,269,663,531.9,1063.7,17.8,50004
55916885,331,801,645.0,1122.6,19.4,50008
55966915,311,799,606.0,1105.2,19.0,50030
56016942,313,779,596.2,1112.5,17.7,50027
56066959,339,812,629.3,1122.9,19.8,50017
56116978,295,777,584.7,1086.8,18.7,50019
56166993,314,751,565.2,1087.5,19.9,50015
56217018,322,777,594.3,1092.0,18.5,50025
56267037,302,789,622.8,1082.4,18.2,50019
56317038,326,768,586.1,1084.3,19.0,50001
56367045,300,808,579.6,1083.9,18.9,50007
56417064,314,768,552.4,1079.8,19.1,50019
56467069,299,750,600.7,1101.7,18.2,50005
56517072,351,836,613.3,1102.5,19.3,50003
56567083,300,715,561.4,1082.3,19.3,50011
56617113,313,770,590.1,1088.1,18.5,50030
56667125,281,774,549.4,1078.4,18.5,50012
56717149,308,803,600.5,1075.4,18.1,50024
56767161,330,850,636.6,1097.9,18.6,50012
56817169,303,790,617.8,1089.9,18.8,50008
56867175,316,787,626.8,1116.2,18.2,50006
56917187,324,814,625.7,1129.1,20.1,50012
56967187,310,845,590.1,1107.7,19.4,50000
57017200,294,692,536.3,1069.2,18.9,50013
57067231,296,734,581.2,1086.4,18.2,50031
57117253,293,766,562.7,1087.2,18.2,50022
57167255,312,778,571.9,1085.6,19.2,50002
57217280,281,694,551.7,1088.0,18.6,50025
57267298,279,704,559.9,1068.4,18.7,50018
57317321,292,791,571.2,1075.3,18.8,50023
57367323,316,820,567.6,1096.9,18.8,50002
57417342,304,834,623.8,1095.3,18.2,50019
57467350,315,812,576.7,1093.3,18.9,50008
57517361,328,787,605.2,1103.3,18.6,50011
57567377,324,824,617.8,1112.1,18.9,50016
57617407,352,885,638.7,1121.0,19.3,50030
57667423,306,741,584.5,1072.6,18.3,50016
57717426,291,734,561.1,1092.7,18.0,50003
57767445,292,768,598.2,1074.0,18.2,50019
57817462,303,783,578.9,1097.1,18.1,50017
57867468,298,770,559.5,1090.9,19.7,50006
57917470,305,753,566.0,1091.1,19.4,50002
57967501,274,721,555.1,1081.0,18.0,50031
58017527,298,773,583.1,1062.7,18.0,50026
58067546,315,787,600.4,1100.1,18.4,50019
58117560,303,755,583.2,1126.9,18.9,50014
58167586,364,932,657.7,1150.3,20.0,50026
58217586,309,807,593.0,1088.7,18.4,50000
58267601,326,869,613.9,1125.1,20.1,50015
58317624,345,883,630.5,1130.3,18.6,50023
